"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","manufacturer"
"1274"," 1 Series",2017,19548,"Manual",20485,"Petrol",145,36.2,3,"BMW"
"1275"," X7",2019,67120,"Automatic",10,"Diesel",145,33.6,3,"BMW"
"1276"," 3 Series",2019,26580,"Semi-Auto",13216,"Diesel",145,60.1,2,"BMW"
"1277"," 4 Series",2019,27990,"Semi-Auto",1000,"Diesel",145,56.5,3,"BMW"
"1278"," 2 Series",2019,22773,"Automatic",153,"Diesel",145,49.6,2,"BMW"
"1279"," X4",2019,37990,"Automatic",8526,"Diesel",145,40.9,3,"BMW"
"1280"," 2 Series",2019,21990,"Semi-Auto",2500,"Petrol",145,39.2,1.5,"BMW"
"1281"," 1 Series",2016,12965,"Automatic",23899,"Petrol",30,58.9,1.5,"BMW"
"1282"," 4 Series",2019,22810,"Automatic",5984,"Petrol",145,48.7,2,"BMW"
"1283"," 3 Series",2019,27770,"Semi-Auto",4050,"Diesel",145,60.1,2,"BMW"
"1284"," X6",2019,68522,"Semi-Auto",11330,"Diesel",145,33.2,3,"BMW"
"1285"," X6",2013,15380,"Semi-Auto",71522,"Diesel",300,38.2,3,"BMW"
"1286"," 3 Series",2017,14691,"Semi-Auto",38326,"Petrol",145,51.4,2,"BMW"
"1287"," 3 Series",2017,19645,"Semi-Auto",27900,"Diesel",150,64.2,2,"BMW"
"1288"," 1 Series",2016,10950,"Manual",30341,"Diesel",20,72.4,1.5,"BMW"
"1289"," 3 Series",2017,19836,"Automatic",28411,"Diesel",145,51.4,3,"BMW"
"1290"," 2 Series",2019,26830,"Semi-Auto",4789,"Petrol",145,46.3,2,"BMW"
"1291"," 2 Series",2019,18980,"Manual",5500,"Petrol",145,42.8,1.5,"BMW"
"1292"," 1 Series",2019,17250,"Manual",6824,"Petrol",145,53.3,1.5,"BMW"
"1293"," 2 Series",2019,18980,"Semi-Auto",5992,"Petrol",145,50.4,2,"BMW"
"1294"," 2 Series",2019,25780,"Semi-Auto",4418,"Diesel",150,48.7,2,"BMW"
"1295"," 4 Series",2015,15480,"Automatic",50145,"Petrol",200,43.5,2,"BMW"
"1296"," 1 Series",2013,11200,"Semi-Auto",10239,"Petrol",145,48.7,1.6,"BMW"
"1297"," 1 Series",2017,16498,"Manual",16706,"Diesel",150,62.8,2,"BMW"
"1298"," 4 Series",2018,20998,"Semi-Auto",18392,"Diesel",150,65.7,2,"BMW"
"1299"," 2 Series",2020,20980,"Semi-Auto",12,"Petrol",145,50.4,1.5,"BMW"
"1300"," 1 Series",2019,21980,"Manual",821,"Diesel",145,72.4,1.5,"BMW"
"1301"," 6 Series",2020,33490,"Semi-Auto",101,"Petrol",145,42.8,2,"BMW"
"1302"," Z4",2019,31990,"Semi-Auto",9950,"Petrol",145,38.7,2,"BMW"
"1303"," 2 Series",2019,19990,"Manual",6361,"Diesel",145,51.4,2,"BMW"
"1304"," 1 Series",2019,18990,"Semi-Auto",4539,"Diesel",145,70.6,2,"BMW"
"1305"," 1 Series",2017,19990,"Automatic",26841,"Petrol",145,39.8,3,"BMW"
"1306"," X1",2019,26480,"Semi-Auto",9027,"Diesel",145,50.4,2,"BMW"
"1307"," X1",2018,22780,"Semi-Auto",11520,"Petrol",145,37.7,2,"BMW"
"1308"," 1 Series",2018,15980,"Manual",19093,"Diesel",150,50.4,2,"BMW"
"1309"," 1 Series",2017,18890,"Semi-Auto",21744,"Diesel",150,65.7,2,"BMW"
"1310"," 3 Series",2019,19750,"Semi-Auto",5888,"Petrol",150,51.4,1.5,"BMW"
"1311"," 3 Series",2019,24997,"Semi-Auto",6429,"Diesel",145,64.2,2,"BMW"
"1312"," 4 Series",2016,21104,"Semi-Auto",36741,"Petrol",200,41.5,3,"BMW"
"1313"," 8 Series",2019,51980,"Semi-Auto",5529,"Diesel",150,40.4,3,"BMW"
"1314"," 5 Series",2019,26380,"Semi-Auto",8257,"Petrol",150,50.4,2,"BMW"
"1315"," 3 Series",2016,19367,"Automatic",25666,"Diesel",160,51.4,3,"BMW"
"1316"," 5 Series",2020,33980,"Semi-Auto",1500,"Hybrid",135,156.9,2,"BMW"
"1317"," 4 Series",2018,21064,"Semi-Auto",19447,"Diesel",145,65.7,2,"BMW"
"1318"," 3 Series",2016,15980,"Semi-Auto",16000,"Diesel",30,67.3,2,"BMW"
"1319"," 2 Series",2020,30980,"Semi-Auto",1500,"Petrol",145,42.2,1.5,"BMW"
"1320"," 1 Series",2020,23980,"Semi-Auto",1500,"Petrol",145,40.4,1.5,"BMW"
"1321"," X5",2019,56980,"Semi-Auto",12173,"Diesel",145,33.6,3,"BMW"
"1322"," X5",2019,56980,"Semi-Auto",9029,"Diesel",145,33.6,3,"BMW"
"1323"," M5",2019,63980,"Semi-Auto",5000,"Petrol",150,26.9,4.4,"BMW"
"1324"," X5",2016,21986,"Automatic",54425,"Diesel",200,47.9,3,"BMW"
"1325"," 2 Series",2019,25490,"Automatic",3339,"Diesel",145,49.6,2,"BMW"
"1326"," 3 Series",2017,19082,"Semi-Auto",31144,"Diesel",145,62.8,2,"BMW"
"1327"," 3 Series",2019,25940,"Semi-Auto",7821,"Diesel",145,53.3,2,"BMW"
"1328"," X2",2020,33940,"Automatic",2182,"Petrol",145,34,2,"BMW"
"1329"," X1",2017,19912,"Semi-Auto",25917,"Diesel",125,57.6,2,"BMW"
"1330"," 1 Series",2019,18498,"Manual",10624,"Diesel",145,65.7,2,"BMW"
"1331"," 5 Series",2018,22912,"Semi-Auto",16530,"Diesel",145,68.9,2,"BMW"
"1332"," X1",2016,18761,"Semi-Auto",16755,"Diesel",145,55.4,2,"BMW"
"1333"," X5",2016,31990,"Automatic",47814,"Diesel",240,42.8,3,"BMW"
"1334"," X2",2020,26780,"Semi-Auto",1500,"Diesel",145,61.4,2,"BMW"
"1335"," 3 Series",2019,24450,"Semi-Auto",9522,"Diesel",145,62.8,2,"BMW"
"1336"," 3 Series",2016,17998,"Semi-Auto",23106,"Hybrid",0,134.5,2,"BMW"
"1337"," 2 Series",2018,31990,"Semi-Auto",99,"Petrol",145,38.2,3,"BMW"
"1338"," X1",2013,12490,"Manual",33584,"Diesel",165,51.4,2,"BMW"
"1339"," 5 Series",2015,16998,"Semi-Auto",31322,"Diesel",145,53.3,3,"BMW"
"1340"," 5 Series",2019,26350,"Semi-Auto",7106,"Diesel",145,65.7,2,"BMW"
"1341"," 4 Series",2016,15957,"Manual",33805,"Diesel",30,62.8,2,"BMW"
"1342"," 1 Series",2018,15224,"Manual",12102,"Petrol",145,37.7,1.5,"BMW"
"1343"," X4",2019,37980,"Semi-Auto",10797,"Diesel",145,40.4,3,"BMW"
"1344"," M4",2019,41945,"Semi-Auto",12,"Petrol",145,34,3,"BMW"
"1345"," 2 Series",2020,22990,"Manual",12,"Diesel",145,60.1,2,"BMW"
"1346"," 4 Series",2016,16730,"Manual",17309,"Diesel",30,62.8,2,"BMW"
"1347"," 2 Series",2018,19240,"Automatic",13077,"Petrol",145,47.9,2,"BMW"
"1348"," 1 Series",2017,14780,"Manual",23552,"Diesel",145,72.4,1.5,"BMW"
"1349"," 5 Series",2019,26350,"Semi-Auto",5453,"Diesel",145,65.7,2,"BMW"
"1350"," 2 Series",2019,20980,"Semi-Auto",4691,"Diesel",145,47.1,2,"BMW"
"1351"," 2 Series",2017,21000,"Semi-Auto",29484,"Petrol",145,39.8,3,"BMW"
"1352"," 4 Series",2017,15991,"Semi-Auto",37847,"Diesel",150,65.7,2,"BMW"
"1353"," 2 Series",2016,16195,"Automatic",23594,"Hybrid",0,141.2,1.5,"BMW"
"1354"," 6 Series",2014,17791,"Semi-Auto",45012,"Diesel",165,49.6,3,"BMW"
"1355"," 1 Series",2015,11711,"Manual",40560,"Diesel",125,57.6,2,"BMW"
"1356"," i3",2016,19490,"Automatic",8421,"Hybrid",0,470.8,0,"BMW"
"1357"," 1 Series",2017,14995,"Manual",13472,"Diesel",145,65.7,2,"BMW"
"1358"," 4 Series",2018,23798,"Semi-Auto",8781,"Diesel",145,55.4,3,"BMW"
"1359"," 1 Series",2016,18991,"Semi-Auto",16279,"Petrol",240,37.7,3,"BMW"
"1360"," X1",2018,21991,"Semi-Auto",27713,"Diesel",150,60.1,2,"BMW"
"1361"," 1 Series",2016,13250,"Manual",26625,"Petrol",125,53.3,1.5,"BMW"
"1362"," 3 Series",2020,35158,"Semi-Auto",101,"Diesel",145,48.7,2,"BMW"
"1363"," Z4",2020,37975,"Semi-Auto",101,"Petrol",145,38.7,2,"BMW"
"1364"," 1 Series",2016,13158,"Semi-Auto",31218,"Diesel",20,70.6,2,"BMW"
"1365"," 5 Series",2015,15189,"Semi-Auto",54636,"Diesel",125,60.1,2,"BMW"
"1366"," 1 Series",2017,21798,"Semi-Auto",12967,"Petrol",200,39.8,3,"BMW"
"1367"," X1",2019,31200,"Semi-Auto",2517,"Diesel",145,36.7,2,"BMW"
"1368"," 3 Series",2016,22500,"Semi-Auto",24079,"Diesel",205,49.6,3,"BMW"
"1369"," 4 Series",2019,24250,"Automatic",5758,"Diesel",145,65.7,2,"BMW"
"1370"," 2 Series",2019,28361,"Semi-Auto",101,"Petrol",145,50.4,2,"BMW"
"1371"," 3 Series",2016,13298,"Semi-Auto",62655,"Diesel",30,64.2,2,"BMW"
"1372"," 7 Series",2016,29240,"Semi-Auto",20619,"Diesel",145,54.3,3,"BMW"
"1373"," 5 Series",2018,29991,"Semi-Auto",12000,"Diesel",150,60.1,3,"BMW"
"1374"," 4 Series",2015,15991,"Manual",28000,"Petrol",165,44.8,2,"BMW"
"1375"," 5 Series",2020,26990,"Semi-Auto",14,"Petrol",150,50.4,2,"BMW"
"1376"," 2 Series",2018,18990,"Semi-Auto",13600,"Petrol",150,38.2,2,"BMW"
"1377"," 3 Series",2015,16990,"Semi-Auto",29706,"Diesel",30,62.8,2,"BMW"
"1378"," 3 Series",2020,24990,"Semi-Auto",16,"Diesel",150,54.3,2,"BMW"
"1379"," 3 Series",2020,30850,"Semi-Auto",5656,"Diesel",150,48.7,2,"BMW"
"1380"," X1",2016,13991,"Manual",46424,"Diesel",125,60.1,2,"BMW"
"1381"," 1 Series",2020,30990,"Semi-Auto",5656,"Petrol",145,34.5,2,"BMW"
"1382"," 5 Series",2019,26490,"Semi-Auto",10656,"Diesel",150,65.7,2,"BMW"
"1383"," 4 Series",2019,25450,"Semi-Auto",1678,"Petrol",145,48.7,2,"BMW"
"1384"," X3",2017,25990,"Semi-Auto",26325,"Diesel",200,47.1,3,"BMW"
"1385"," X2",2019,32991,"Semi-Auto",2899,"Petrol",145,39.2,2,"BMW"
"1386"," 3 Series",2019,28440,"Semi-Auto",8788,"Diesel",145,48.7,2,"BMW"
"1387"," 5 Series",2020,27990,"Semi-Auto",8,"Hybrid",145,52.3,2,"BMW"
"1388"," X1",2016,20845,"Semi-Auto",17699,"Petrol",160,44.8,2,"BMW"
"1389"," 3 Series",2019,23980,"Semi-Auto",2198,"Petrol",145,47.9,2,"BMW"
"1390"," 1 Series",2019,17697,"Manual",3312,"Petrol",145,52.3,1.5,"BMW"
"1391"," 4 Series",2017,16900,"Automatic",19834,"Diesel",145,65.7,2,"BMW"
"1392"," 5 Series",2014,12298,"Semi-Auto",52598,"Diesel",30,62.8,2,"BMW"
"1393"," 4 Series",2016,24980,"Manual",10,"Petrol",160,46.3,2,"BMW"
"1394"," 4 Series",2017,41990,"Automatic",10,"Petrol",200,41.5,3,"BMW"
"1395"," 3 Series",2015,14998,"Semi-Auto",81455,"Diesel",200,49.6,3,"BMW"
"1396"," 5 Series",2013,10037,"Automatic",77262,"Diesel",125,60.1,2,"BMW"
"1397"," 3 Series",2019,31275,"Semi-Auto",5494,"Petrol",145,41.5,2,"BMW"
"1398"," 5 Series",2019,28975,"Semi-Auto",2013,"Diesel",145,60.1,2,"BMW"
"1399"," M4",2019,42275,"Semi-Auto",9403,"Petrol",145,32.5,3,"BMW"
"1400"," X1",2019,25450,"Semi-Auto",6908,"Petrol",145,40.9,1.5,"BMW"
"1401"," X2",2020,22980,"Semi-Auto",10,"Petrol",145,43.5,1.5,"BMW"
"1402"," 5 Series",2020,29950,"Semi-Auto",6,"Hybrid",145,49.6,2,"BMW"
"1403"," 2 Series",2019,21775,"Semi-Auto",10570,"Petrol",145,47.9,2,"BMW"
"1404"," 3 Series",2020,23990,"Manual",5,"Diesel",145,56.5,2,"BMW"
"1405"," 3 Series",2015,13975,"Manual",41655,"Diesel",30,64.2,2,"BMW"
"1406"," 3 Series",2020,23990,"Manual",16,"Diesel",145,56.5,2,"BMW"
"1407"," 4 Series",2014,16475,"Semi-Auto",17500,"Petrol",160,44.8,2,"BMW"
"1408"," X5",2019,46950,"Semi-Auto",8105,"Diesel",145,37.7,3,"BMW"
"1409"," 5 Series",2019,27998,"Semi-Auto",6865,"Diesel",145,60.1,2,"BMW"
"1410"," 1 Series",2014,12111,"Semi-Auto",57617,"Diesel",125,60.1,2,"BMW"
"1411"," X1",2013,10995,"Manual",26642,"Petrol",200,40.9,2,"BMW"
"1412"," 3 Series",2016,20480,"Semi-Auto",22834,"Diesel",160,51.4,3,"BMW"
"1413"," X5",2016,24980,"Automatic",68854,"Diesel",200,47.1,3,"BMW"
"1414"," 4 Series",2019,24250,"Semi-Auto",110,"Diesel",145,60.1,2,"BMW"
"1415"," 2 Series",2019,19980,"Semi-Auto",11362,"Petrol",145,40.9,1.5,"BMW"
"1416"," 8 Series",2018,63980,"Semi-Auto",3891,"Petrol",145,26.9,4.4,"BMW"
"1417"," 5 Series",2019,27780,"Semi-Auto",12182,"Diesel",145,65.7,2,"BMW"
"1418"," 1 Series",2020,21450,"Manual",1905,"Petrol",145,44.1,1.5,"BMW"
"1419"," 3 Series",2018,23890,"Semi-Auto",17240,"Diesel",145,51.4,3,"BMW"
"1420"," M4",2017,89990,"Semi-Auto",1336,"Petrol",145,33.2,3,"BMW"
"1421"," 2 Series",2019,21945,"Semi-Auto",9408,"Petrol",145,47.9,2,"BMW"
"1422"," X7",2019,77880,"Semi-Auto",6506,"Diesel",145,31.4,3,"BMW"
"1423"," 1 Series",2019,29880,"Semi-Auto",12,"Petrol",145,39.8,3,"BMW"
"1424"," 4 Series",2018,20590,"Semi-Auto",17000,"Petrol",150,48.7,2,"BMW"
"1425"," 4 Series",2015,15995,"Automatic",47822,"Diesel",30,65.7,2,"BMW"
"1426"," X3",2019,35980,"Semi-Auto",8088,"Diesel",145,54.3,2,"BMW"
"1427"," X4",2020,48993,"Semi-Auto",500,"Petrol",145,26.9,3,"BMW"
"1428"," 3 Series",2018,22110,"Semi-Auto",26309,"Diesel",145,51.4,3,"BMW"
"1429"," 1 Series",2016,12741,"Manual",23114,"Diesel",20,68.9,2,"BMW"
"1430"," M4",2015,29490,"Semi-Auto",37724,"Petrol",325,32.5,3,"BMW"
"1431"," X1",2015,17291,"Semi-Auto",29135,"Diesel",125,57.6,2,"BMW"
"1432"," X2",2019,28980,"Automatic",1325,"Petrol",145,39.2,2,"BMW"
"1433"," X3",2019,32660,"Semi-Auto",6962,"Diesel",145,48.7,3,"BMW"
"1434"," 1 Series",2019,20980,"Manual",4630,"Petrol",145,44.1,1.5,"BMW"
"1435"," 3 Series",2019,27480,"Semi-Auto",9155,"Petrol",145,41.5,2,"BMW"
"1436"," 3 Series",2019,27480,"Semi-Auto",6113,"Petrol",145,42.2,2,"BMW"
"1437"," 5 Series",2017,25980,"Semi-Auto",15856,"Petrol",200,39.2,3,"BMW"
"1438"," 4 Series",2015,17980,"Semi-Auto",35255,"Petrol",160,44.1,2,"BMW"
"1439"," 4 Series",2019,23480,"Semi-Auto",7107,"Petrol",150,48.7,2,"BMW"
"1440"," 6 Series",2020,37980,"Semi-Auto",11,"Diesel",145,53.3,3,"BMW"
"1441"," 3 Series",2019,24480,"Semi-Auto",5776,"Diesel",145,55.4,2,"BMW"
"1442"," X1",2016,16150,"Semi-Auto",36956,"Diesel",30,65.7,2,"BMW"
"1443"," 3 Series",2017,17710,"Automatic",45646,"Diesel",145,56.5,3,"BMW"
"1444"," X4",2019,37980,"Semi-Auto",1852,"Diesel",145,40.4,3,"BMW"
"1445"," 5 Series",2020,34840,"Semi-Auto",105,"Hybrid",145,44.8,2,"BMW"
"1446"," 5 Series",2015,18995,"Semi-Auto",15804,"Diesel",160,50.4,3,"BMW"
"1447"," 4 Series",2016,17029,"Automatic",35444,"Diesel",30,65.7,2,"BMW"
"1448"," 3 Series",2016,18080,"Automatic",22186,"Petrol",200,43.5,2,"BMW"
"1449"," 3 Series",2018,18500,"Semi-Auto",30749,"Diesel",145,60.1,2,"BMW"
"1450"," i3",2016,16482,"Automatic",43695,"Hybrid",0,470.8,0,"BMW"
"1451"," 1 Series",2019,21990,"Manual",1834,"Diesel",145,56.5,2,"BMW"
"1452"," X2",2020,25990,"Semi-Auto",101,"Petrol",145,40.4,2,"BMW"
"1453"," M4",2020,47950,"Semi-Auto",105,"Petrol",145,32.5,3,"BMW"
"1454"," 1 Series",2019,23780,"Semi-Auto",5831,"Petrol",145,40.4,1.5,"BMW"
"1455"," 6 Series",2016,26580,"Semi-Auto",15668,"Petrol",260,35.8,3,"BMW"
"1456"," 2 Series",2020,23990,"Semi-Auto",1743,"Petrol",150,50.4,1.5,"BMW"
"1457"," X4",2020,45990,"Semi-Auto",7724,"Diesel",145,37.2,3,"BMW"
"1458"," X2",2019,23975,"Semi-Auto",9872,"Diesel",145,61.4,2,"BMW"
"1459"," X6",2018,37790,"Semi-Auto",16334,"Diesel",145,40.9,3,"BMW"
"1460"," 4 Series",2020,25980,"Semi-Auto",101,"Diesel",145,65.7,2,"BMW"
"1461"," X1",2019,28790,"Semi-Auto",5628,"Petrol",145,44.8,2,"BMW"
"1462"," 3 Series",2020,42990,"Semi-Auto",3698,"Diesel",145,43.5,3,"BMW"
"1463"," X5",2013,17990,"Automatic",53102,"Diesel",300,38.2,3,"BMW"
"1464"," 3 Series",2019,38980,"Semi-Auto",4025,"Diesel",150,43.5,3,"BMW"
"1465"," X3",2019,40990,"Semi-Auto",9330,"Diesel",150,36.7,3,"BMW"
"1466"," 4 Series",2019,30490,"Semi-Auto",4984,"Diesel",150,49.6,3,"BMW"
"1467"," X2",2019,28780,"Semi-Auto",5321,"Diesel",150,50.4,2,"BMW"
"1468"," 4 Series",2019,28980,"Semi-Auto",3169,"Diesel",150,53.3,3,"BMW"
"1469"," X5",2019,45980,"Semi-Auto",9617,"Diesel",145,37.7,3,"BMW"
"1470"," X3",2019,40980,"Semi-Auto",3082,"Diesel",150,36.7,3,"BMW"
"1471"," 4 Series",2019,23490,"Semi-Auto",6567,"Petrol",145,48.7,2,"BMW"
"1472"," 2 Series",2019,20490,"Semi-Auto",8171,"Diesel",145,51.4,2,"BMW"
"1473"," 2 Series",2019,20690,"Semi-Auto",8841,"Diesel",145,51.4,2,"BMW"
"1474"," 2 Series",2019,23490,"Automatic",7561,"Petrol",145,47.9,2,"BMW"
"1475"," 1 Series",2019,20980,"Manual",6215,"Petrol",145,44.1,1.5,"BMW"
"1476"," 2 Series",2020,20980,"Semi-Auto",11,"Petrol",145,50.4,1.5,"BMW"
"1477"," 5 Series",2017,24470,"Semi-Auto",15335,"Diesel",145,65.7,2,"BMW"
"1478"," 5 Series",2016,20390,"Semi-Auto",11454,"Diesel",160,51.4,3,"BMW"
"1479"," 2 Series",2017,19980,"Automatic",25154,"Petrol",200,39.8,3,"BMW"
"1480"," X1",2019,25890,"Semi-Auto",5385,"Petrol",145,35.3,2,"BMW"
"1481"," 4 Series",2016,24490,"Semi-Auto",8814,"Diesel",160,50.4,3,"BMW"
"1482"," 2 Series",2019,20975,"Semi-Auto",5466,"Petrol",145,39.2,1.5,"BMW"
"1483"," 1 Series",2013,10391,"Manual",31144,"Petrol",150,50.4,1.6,"BMW"
"1484"," 4 Series",2016,16591,"Semi-Auto",46500,"Diesel",160,52.3,3,"BMW"
"1485"," 3 Series",2019,29950,"Semi-Auto",104,"Diesel",145,52.3,2,"BMW"
"1486"," 1 Series",2016,14490,"Manual",25863,"Petrol",125,52.3,1.5,"BMW"
"1487"," 1 Series",2017,15990,"Manual",30800,"Diesel",145,62.8,2,"BMW"
"1488"," 5 Series",2019,28990,"Semi-Auto",5000,"Petrol",145,48.7,2,"BMW"
"1489"," X5",2013,20140,"Automatic",63583,"Diesel",200,45.6,3,"BMW"
"1490"," 1 Series",2017,21498,"Semi-Auto",26072,"Petrol",200,39.8,3,"BMW"
"1491"," 4 Series",2018,20498,"Semi-Auto",22866,"Petrol",145,48.7,2,"BMW"
"1492"," 2 Series",2017,16999,"Semi-Auto",29000,"Diesel",145,60.1,2,"BMW"
"1493"," 5 Series",2019,30490,"Semi-Auto",4754,"Hybrid",140,156.9,2,"BMW"
"1494"," X5",2019,48940,"Semi-Auto",4544,"Diesel",145,37.7,3,"BMW"
"1495"," 4 Series",2016,18584,"Semi-Auto",30158,"Diesel",125,60.1,2,"BMW"
"1496"," 2 Series",2019,23995,"Semi-Auto",2279,"Diesel",150,65.7,2,"BMW"
"1497"," 4 Series",2020,25993,"Semi-Auto",1705,"Diesel",145,65.7,2,"BMW"
"1498"," 3 Series",2017,16980,"Semi-Auto",39462,"Hybrid",0,148.7,2,"BMW"
"1499"," 4 Series",2017,18991,"Semi-Auto",31438,"Diesel",145,58.9,2,"BMW"
"1500"," 3 Series",2019,27790,"Semi-Auto",103,"Petrol",145,42.2,2,"BMW"
"1501"," X2",2019,26920,"Semi-Auto",5060,"Petrol",145,38.7,2,"BMW"
"1502"," X3",2018,29357,"Semi-Auto",12726,"Diesel",150,54.3,2,"BMW"
"1503"," X7",2019,64400,"Semi-Auto",3003,"Diesel",145,33.6,3,"BMW"
"1504"," 7 Series",2019,51500,"Semi-Auto",561,"Diesel",145,42.2,3,"BMW"
"1505"," 4 Series",2019,28480,"Semi-Auto",7384,"Diesel",145,51.4,3,"BMW"
"1506"," 2 Series",2018,19980,"Semi-Auto",9933,"Petrol",145,38.2,2,"BMW"
"1507"," 1 Series",2019,20440,"Semi-Auto",9908,"Petrol",150,47.9,2,"BMW"
"1508"," 1 Series",2019,18440,"Semi-Auto",4512,"Diesel",145,68.9,1.5,"BMW"
"1509"," X1",2016,19498,"Semi-Auto",21249,"Diesel",145,55.4,2,"BMW"
"1510"," 4 Series",2016,23780,"Semi-Auto",24441,"Diesel",165,50.4,3,"BMW"
"1511"," X1",2019,28480,"Semi-Auto",1805,"Diesel",145,52.3,2,"BMW"
"1512"," 1 Series",2018,19840,"Semi-Auto",32151,"Diesel",145,61.4,2,"BMW"
"1513"," M4",2019,44980,"Semi-Auto",9244,"Petrol",145,32.5,3,"BMW"
"1514"," 1 Series",2019,19480,"Manual",4707,"Diesel",145,65.7,2,"BMW"
"1515"," 4 Series",2019,25980,"Semi-Auto",2946,"Diesel",145,65.7,2,"BMW"
"1516"," 2 Series",2019,24980,"Semi-Auto",2290,"Petrol",145,47.9,2,"BMW"
"1517"," 3 Series",2018,18990,"Semi-Auto",17282,"Diesel",150,64.2,2,"BMW"
"1518"," 2 Series",2019,27980,"Semi-Auto",4859,"Diesel",145,64.2,2,"BMW"
"1519"," X1",2019,28780,"Manual",1000,"Diesel",145,48.7,2,"BMW"
"1520"," X1",2014,12999,"Automatic",41200,"Diesel",160,52.3,2,"BMW"
"1521"," 7 Series",2017,29999,"Automatic",36500,"Diesel",145,57.6,3,"BMW"
"1522"," 3 Series",2019,29995,"Semi-Auto",1798,"Petrol",145,42.2,2,"BMW"
"1523"," 3 Series",2017,20340,"Semi-Auto",34390,"Diesel",160,51.4,3,"BMW"
"1524"," 3 Series",2015,11990,"Manual",78053,"Petrol",160,44.8,2,"BMW"
"1525"," 3 Series",2016,17547,"Automatic",13969,"Hybrid",0,134.5,2,"BMW"
"1526"," 2 Series",2018,18291,"Semi-Auto",10028,"Petrol",145,47.9,2,"BMW"
"1527"," 1 Series",2015,9981,"Manual",71119,"Diesel",30,62.8,2,"BMW"
"1528"," 3 Series",2014,15690,"Semi-Auto",45212,"Diesel",150,54.3,3,"BMW"
"1529"," 1 Series",2016,13457,"Automatic",36670,"Diesel",20,68.9,1.5,"BMW"
"1530"," 3 Series",2013,7991,"Manual",75000,"Diesel",20,68.9,2,"BMW"
"1531"," X3",2019,34995,"Automatic",6123,"Diesel",145,54.3,2,"BMW"
"1532"," 1 Series",2013,10995,"Semi-Auto",32514,"Diesel",30,64.2,2,"BMW"
"1533"," 4 Series",2017,18980,"Semi-Auto",31250,"Diesel",150,65.7,2,"BMW"
"1534"," 2 Series",2019,20980,"Semi-Auto",7494,"Petrol",150,50.4,2,"BMW"
"1535"," 1 Series",2017,20298,"Semi-Auto",31934,"Petrol",200,39.8,3,"BMW"
"1536"," 3 Series",2014,11480,"Manual",60301,"Diesel",30,61.4,2,"BMW"
"1537"," X1",2019,24980,"Semi-Auto",5218,"Petrol",145,35.3,2,"BMW"
"1538"," 3 Series",2019,28980,"Semi-Auto",7851,"Petrol",145,42.2,2,"BMW"
"1539"," 5 Series",2019,37980,"Automatic",5265,"Diesel",145,51.4,3,"BMW"
"1540"," 2 Series",2019,21980,"Automatic",2728,"Petrol",145,50.4,2,"BMW"
"1541"," 3 Series",2015,16299,"Manual",24331,"Petrol",200,41.5,2,"BMW"
"1542"," 3 Series",2016,15991,"Semi-Auto",53331,"Diesel",30,64.2,2,"BMW"
"1543"," 3 Series",2017,17000,"Semi-Auto",22639,"Petrol",150,48.7,2,"BMW"
"1544"," 2 Series",2018,19995,"Semi-Auto",26101,"Diesel",150,60.1,2,"BMW"
"1545"," 5 Series",2015,15990,"Semi-Auto",17324,"Diesel",30,62.8,2,"BMW"
"1546"," X2",2020,34360,"Semi-Auto",835,"Petrol",145,38.7,2,"BMW"
"1547"," 5 Series",2015,21857,"Semi-Auto",44183,"Diesel",160,49.6,3,"BMW"
"1548"," 2 Series",2018,18890,"Semi-Auto",13472,"Petrol",145,50.4,1.5,"BMW"
"1549"," 3 Series",2014,12080,"Automatic",76587,"Diesel",125,57.6,3,"BMW"
"1550"," 1 Series",2019,16380,"Manual",5997,"Petrol",145,53.3,1.5,"BMW"
"1551"," X3",2019,32995,"Semi-Auto",1107,"Petrol",145,30.4,2,"BMW"
"1552"," 1 Series",2017,21995,"Semi-Auto",12729,"Petrol",200,39.8,3,"BMW"
"1553"," 4 Series",2019,29995,"Semi-Auto",11,"Diesel",145,65.7,2,"BMW"
"1554"," X5",2019,49995,"Semi-Auto",3724,"Diesel",145,37.7,3,"BMW"
"1555"," 5 Series",2013,15998,"Semi-Auto",51063,"Diesel",200,47.9,3,"BMW"
"1556"," 1 Series",2014,14998,"Semi-Auto",43525,"Petrol",235,37.7,3,"BMW"
"1557"," 3 Series",2018,16498,"Semi-Auto",33546,"Diesel",145,67.3,2,"BMW"
"1558"," 3 Series",2020,35495,"Semi-Auto",1501,"Diesel",145,47.1,3,"BMW"
"1559"," 2 Series",2016,18495,"Manual",24452,"Diesel",125,60.1,2,"BMW"
"1560"," 3 Series",2015,15495,"Manual",31468,"Diesel",30,61.4,2,"BMW"
"1561"," 3 Series",2017,15300,"Semi-Auto",16935,"Petrol",125,51.4,2,"BMW"
"1562"," 3 Series",2020,30995,"Semi-Auto",1501,"Petrol",145,42.2,2,"BMW"
"1563"," 4 Series",2019,28995,"Semi-Auto",1501,"Diesel",145,65.7,2,"BMW"
"1564"," X5",2019,46995,"Semi-Auto",5966,"Diesel",145,37.7,3,"BMW"
"1565"," 5 Series",2018,25998,"Semi-Auto",7776,"Diesel",145,49.6,2,"BMW"
"1566"," 1 Series",2017,12495,"Manual",44506,"Diesel",145,68.9,2,"BMW"
"1567"," X2",2020,31995,"Semi-Auto",1501,"Diesel",145,61.4,2,"BMW"
