"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","manufacturer"
"8216"," A3",2017,11670,"Manual",63829,"Diesel",150,68.9,1.6,"Audi"
"8217"," A7",2013,15440,"Automatic",75016,"Diesel",200,47.9,3,"Audi"
"8218"," A1",2015,9790,"Manual",40383,"Petrol",30,57.6,1.4,"Audi"
"8219"," A4",2016,15940,"Automatic",36000,"Diesel",20,67.3,2,"Audi"
"8220"," A3",2017,14970,"Manual",44151,"Diesel",20,65.7,2,"Audi"
"8221"," A3",2019,15470,"Manual",15649,"Petrol",145,42.2,1.5,"Audi"
"8222"," TT",2010,6970,"Manual",90804,"Diesel",150,53.3,2,"Audi"
"8223"," A3",2014,8770,"Semi-Auto",78699,"Diesel",20,72.4,1.6,"Audi"
"8224"," A1",2017,9950,"Manual",54837,"Petrol",0,67.3,1,"Audi"
"8225"," A1",2015,9470,"Manual",31478,"Diesel",0,80.7,1.6,"Audi"
"8226"," Q7",2014,18940,"Automatic",60634,"Diesel",300,38.2,3,"Audi"
"8227"," A4",2016,17970,"Automatic",58394,"Diesel",30,62.8,3,"Audi"
"8228"," A1",2016,10996,"Manual",36379,"Petrol",0,67.3,1,"Audi"
"8229"," A3",2015,9799,"Manual",55522,"Diesel",20,68.9,2,"Audi"
"8230"," A6",2016,15871,"Manual",41073,"Diesel",30,64.2,2,"Audi"
"8231"," A4",2016,16499,"Automatic",37089,"Diesel",30,64.2,2,"Audi"
"8232"," A5",2013,9470,"Manual",111873,"Diesel",30,61.4,2,"Audi"
"8233"," A1",2019,21970,"Semi-Auto",2000,"Petrol",150,40.9,2,"Audi"
"8234"," A4",2016,13797,"Manual",52557,"Diesel",30,64.2,2,"Audi"
"8235"," Q3",2016,13890,"Manual",46491,"Diesel",30,61.4,2,"Audi"
"8236"," TT",2007,5995,"Automatic",93392,"Petrol",565,29.7,3.2,"Audi"
"8237"," A6",2016,16490,"Automatic",65766,"Diesel",30,61.4,2,"Audi"
"8238"," A4",2017,18470,"Automatic",42156,"Diesel",145,64.2,3,"Audi"
"8239"," A4",2016,14840,"Automatic",94175,"Diesel",30,61.4,2,"Audi"
"8240"," A6",2017,18440,"Automatic",73474,"Diesel",125,58.9,2,"Audi"
"8241"," Q2",2017,16240,"Manual",31827,"Diesel",145,64.2,1.6,"Audi"
"8242"," Q2",2017,15940,"Manual",21909,"Diesel",30,64.2,1.6,"Audi"
"8243"," Q3",2016,13499,"Manual",36882,"Diesel",30,61.4,2,"Audi"
"8244"," A1",2015,9799,"Manual",47620,"Petrol",0,67.3,1,"Audi"
"8245"," Q5",2015,14670,"Manual",55411,"Diesel",200,47.9,2,"Audi"
"8246"," A1",2015,8990,"Manual",40011,"Diesel",0,80.7,1.6,"Audi"
"8247"," A5",2019,25490,"Semi-Auto",9988,"Diesel",145,50.4,2,"Audi"
"8248"," A3",2008,2995,"Manual",117000,"Diesel",200,48.7,2,"Audi"
"8249"," A3",2015,7793,"Manual",101000,"Diesel",0,74.3,1.6,"Audi"
"8250"," A3",2013,9193,"Manual",103000,"Diesel",20,67.3,2,"Audi"
"8251"," A3",2014,8492,"Manual",119000,"Diesel",20,68.9,2,"Audi"
"8252"," A6",2015,12794,"Automatic",109000,"Diesel",30,64.2,2,"Audi"
"8253"," A1",2012,8299,"Manual",76975,"Diesel",20,68.9,2,"Audi"
"8254"," A4",2015,11299,"Manual",77808,"Diesel",30,64.2,2,"Audi"
"8255"," A3",2012,6899,"Manual",88394,"Diesel",125,60.1,2,"Audi"
"8256"," A6",2016,13500,"Manual",61104,"Diesel",30,61.4,2,"Audi"
"8257"," A5",2012,8795,"Manual",78807,"Diesel",30,61.4,2,"Audi"
"8258"," Q3",2016,16777,"Manual",40414,"Diesel",160,49.6,2,"Audi"
"8259"," A4",2017,15999,"Manual",28892,"Diesel",140,70.6,2,"Audi"
"8260"," A4",2015,9390,"Manual",90000,"Diesel",0,74.3,2,"Audi"
"8261"," A3",2012,4895,"Manual",104822,"Diesel",20,68.9,1.6,"Audi"
"8262"," A5",2012,8988,"Automatic",95437,"Diesel",125,58.9,2,"Audi"
"8263"," A5",2015,13249,"Manual",81337,"Diesel",30,61.4,2,"Audi"
"8264"," A5",2016,15779,"Manual",57737,"Diesel",125,58.9,2,"Audi"
"8265"," A3",2017,17000,"Manual",36974,"Petrol",30,60.1,1.4,"Audi"
"8266"," A3",2016,7791,"Manual",122000,"Diesel",0,74.3,1.6,"Audi"
"8267"," A3",2014,7491,"Manual",107000,"Diesel",20,67.3,2,"Audi"
"8268"," A3",2015,6793,"Manual",123000,"Diesel",0,83.1,1.6,"Audi"
"8269"," A4",2013,8388,"Manual",63360,"Diesel",30,64.2,2,"Audi"
"8270"," A5",2015,14695,"Automatic",29442,"Diesel",125,60.1,2,"Audi"
"8271"," Q5",2011,7495,"Manual",139989,"Petrol",300,33.6,2,"Audi"
"8272"," A4",2015,9249,"Manual",84638,"Diesel",20,67.3,2,"Audi"
"8273"," A1",2016,12999,"Manual",18758,"Diesel",20,72.4,1.6,"Audi"
"8274"," A6",2016,17970,"Manual",20271,"Diesel",30,61.4,2,"Audi"
"8275"," A6",2016,16190,"Semi-Auto",69774,"Diesel",145,55.4,2,"Audi"
"8276"," A1",2012,9890,"Semi-Auto",46179,"Petrol",125,53.3,1.4,"Audi"
"8277"," A1",2017,10170,"Manual",31037,"Petrol",0,67.3,1,"Audi"
"8278"," A1",2015,10470,"Manual",47331,"Petrol",125,52.3,1.4,"Audi"
"8279"," Q3",2015,19970,"Semi-Auto",14973,"Petrol",200,40.4,2,"Audi"
"8280"," A3",2013,9193,"Manual",103000,"Diesel",20,67.3,2,"Audi"
"8281"," A3",2014,8492,"Manual",119000,"Diesel",20,68.9,2,"Audi"
"8282"," A4",2016,10393,"Manual",100000,"Diesel",0,74.3,2,"Audi"
"8283"," A6",2015,12794,"Manual",109000,"Diesel",30,64.2,2,"Audi"
"8284"," A3",2016,11000,"Manual",37235,"Diesel",0,74.3,1.6,"Audi"
"8285"," A3",2016,11999,"Automatic",41085,"Diesel",0,74.3,1.6,"Audi"
"8286"," A4",2017,17499,"Manual",24505,"Diesel",145,72.4,2,"Audi"
"8287"," A5",2017,19500,"Automatic",29885,"Petrol",145,55.4,2,"Audi"
"8288"," A4",2017,13799,"Manual",70816,"Diesel",20,70.6,2,"Audi"
"8289"," A4",2016,16999,"Automatic",44406,"Diesel",20,67.3,2,"Audi"
"8290"," A3",2017,14699,"Automatic",27743,"Diesel",145,70.6,1.6,"Audi"
"8291"," A5",2014,17999,"Automatic",40000,"Petrol",300,34.9,3,"Audi"
"8292"," A4",2015,9500,"Automatic",79813,"Petrol",160,45.6,1.8,"Audi"
"8293"," A3",2014,12799,"Automatic",7595,"Petrol",125,50.4,1.8,"Audi"
"8294"," A1",2014,10399,"Manual",34452,"Petrol",125,52.3,1.4,"Audi"
"8295"," A3",2015,7793,"Manual",108000,"Diesel",20,68.9,2,"Audi"
"8296"," A3",2015,6793,"Manual",130000,"Diesel",0,74.3,1.6,"Audi"
"8297"," A3",2015,6791,"Manual",128000,"Diesel",20,68.9,2,"Audi"
"8298"," A3",2015,6791,"Manual",128000,"Diesel",20,68.9,2,"Audi"
"8299"," A3",2016,7791,"Manual",122000,"Diesel",0,74.3,1.6,"Audi"
"8300"," A3",2015,6793,"Manual",123000,"Diesel",0,83.1,1.6,"Audi"
"8301"," A1",2012,8899,"Manual",43500,"Petrol",30,55.4,1.2,"Audi"
"8302"," A3",2014,14525,"Automatic",24076,"Petrol",125,50.4,1.8,"Audi"
"8303"," Q3",2015,15499,"Manual",54296,"Diesel",145,52.3,2,"Audi"
"8304"," TT",2016,16199,"Manual",16063,"Diesel",30,62.8,2,"Audi"
"8305"," A3",2015,13599,"Manual",43523,"Petrol",20,60.1,1.4,"Audi"
"8306"," A3",2016,15899,"Manual",17104,"Petrol",20,60.1,1.4,"Audi"
"8307"," A1",2015,11786,"Manual",21769,"Diesel",0,80.7,1.6,"Audi"
"8308"," A6",2015,15352,"Automatic",71494,"Diesel",30,64.2,2,"Audi"
"8309"," A3",2016,12999,"Manual",18663,"Petrol",20,60.1,1,"Audi"
"8310"," A4",2016,10199,"Manual",98791,"Diesel",20,70.6,2,"Audi"
"8311"," A3",2013,9312,"Manual",63986,"Diesel",0,74.3,1.6,"Audi"
"8312"," A4",2017,18299,"Automatic",33130,"Diesel",145,67.3,2,"Audi"
"8313"," A3",2016,14821,"Manual",38786,"Diesel",20,64.2,2,"Audi"
"8314"," A5",2015,15999,"Automatic",34116,"Diesel",125,58.9,2,"Audi"
"8315"," A4",2016,13799,"Manual",32073,"Diesel",0,74.3,2,"Audi"
"8316"," A6",2014,15999,"Automatic",30603,"Diesel",30,64.2,2,"Audi"
"8317"," Q3",2014,14799,"Automatic",29998,"Diesel",200,47.9,2,"Audi"
"8318"," A3",2016,14599,"Manual",39238,"Diesel",20,65.7,2,"Audi"
"8319"," A5",2016,13699,"Manual",34553,"Diesel",125,58.9,2,"Audi"
"8320"," A5",2016,16199,"Automatic",64713,"Diesel",160,50.4,2,"Audi"
"8321"," Q5",2015,16638,"Automatic",53990,"Diesel",200,47.9,2,"Audi"
"8322"," A4",2016,15158,"Automatic",27354,"Petrol",30,55.4,2,"Audi"
"8323"," A4",2016,10923,"Manual",87754,"Diesel",0,74.3,2,"Audi"
"8324"," A3",2016,15499,"Automatic",48573,"Hybrid",0,176.6,1.4,"Audi"
"8325"," A4",2017,16499,"Automatic",40852,"Diesel",145,70.6,2,"Audi"
"8326"," TT",2015,13999,"Manual",65799,"Diesel",20,67.3,2,"Audi"
"8327"," A1",2014,7875,"Manual",70796,"Petrol",30,55.4,1.2,"Audi"
"8328"," A3",2016,9699,"Manual",84049,"Diesel",0,74.3,1.6,"Audi"
"8329"," A1",2018,17499,"Automatic",8506,"Petrol",145,55.4,1.4,"Audi"
"8330"," A4",2014,9899,"Manual",56180,"Diesel",30,61.4,2,"Audi"
"8331"," A1",2017,12000,"Manual",29264,"Diesel",150,76.3,1.6,"Audi"
"8332"," A3",2014,12239,"Manual",48030,"Diesel",0,74.3,1.6,"Audi"
"8333"," A3",2016,15499,"Manual",11318,"Petrol",30,55.4,1.4,"Audi"
"8334"," A1",2013,8399,"Manual",29899,"Petrol",125,53.3,1.4,"Audi"
"8335"," A1",2016,11663,"Manual",28349,"Petrol",30,55.4,1.4,"Audi"
"8336"," A3",2017,16089,"Manual",21396,"Petrol",20,60.1,1.4,"Audi"
"8337"," A1",2016,12710,"Manual",33309,"Diesel",20,72.4,1.6,"Audi"
"8338"," A3",2016,16750,"Automatic",41656,"Diesel",30,61.4,2,"Audi"
"8339"," A5",2016,19999,"Automatic",14790,"Petrol",160,44.1,1.8,"Audi"
"8340"," A5",2017,19599,"Manual",16951,"Petrol",125,49.6,2,"Audi"
"8341"," A3",2016,9999,"Manual",63562,"Diesel",20,68.9,2,"Audi"
"8342"," Q7",2012,18299,"Automatic",57080,"Diesel",300,38.2,3,"Audi"
"8343"," A4",2017,17750,"Automatic",33112,"Diesel",145,65.7,2,"Audi"
"8344"," A3",2014,17499,"Automatic",37357,"Petrol",200,40.9,2,"Audi"
"8345"," A6",2016,19499,"Automatic",40984,"Diesel",145,56.5,2,"Audi"
"8346"," Q3",2015,16999,"Manual",25447,"Diesel",145,52.3,2,"Audi"
"8347"," A4",2016,15999,"Automatic",46616,"Diesel",30,67.3,2,"Audi"
"8348"," A3",2017,18599,"Automatic",14751,"Diesel",20,72.4,1.6,"Audi"
"8349"," A3",2015,10249,"Manual",54735,"Diesel",0,83.1,1.6,"Audi"
"8350"," A3",2015,9999,"Manual",41843,"Diesel",0,83.1,1.6,"Audi"
"8351"," A3",2015,8599,"Manual",74209,"Diesel",0,74.3,1.6,"Audi"
"8352"," A1",2016,10159,"Manual",31461,"Diesel",0,76.3,1.6,"Audi"
"8353"," A3",2016,11250,"Manual",37812,"Diesel",125,58.9,2,"Audi"
"8354"," Q5",2017,27499,"Automatic",15183,"Diesel",145,55.4,2,"Audi"
"8355"," Q5",2016,16749,"Automatic",85503,"Diesel",200,47.1,2,"Audi"
"8356"," A3",2015,14999,"Automatic",38456,"Petrol",30,57.6,1.4,"Audi"
"8357"," A1",2019,16499,"Manual",2504,"Petrol",145,52.3,1,"Audi"
"8358"," A3",2015,10195,"Automatic",57345,"Petrol",20,58.9,1.2,"Audi"
"8359"," A1",2017,12313,"Manual",27015,"Petrol",145,55.4,1.4,"Audi"
"8360"," Q3",2017,17749,"Manual",25737,"Petrol",125,51.4,1.4,"Audi"
"8361"," A1",2016,9249,"Manual",65436,"Diesel",0,76.3,1.6,"Audi"
"8362"," A6",2016,13699,"Automatic",44652,"Diesel",20,67.3,2,"Audi"
"8363"," TT",2016,17695,"Manual",17374,"Petrol",160,46.3,1.8,"Audi"
"8364"," A1",2016,11999,"Manual",48090,"Petrol",30,55.4,1.4,"Audi"
"8365"," A4",2016,15495,"Manual",55514,"Diesel",30,67.3,2,"Audi"
"8366"," Q3",2012,10999,"Manual",62898,"Diesel",160,49.6,2,"Audi"
"8367"," A1",2016,10726,"Manual",24755,"Diesel",0,76.3,1.6,"Audi"
"8368"," A1",2016,11447,"Manual",25818,"Diesel",0,76.3,1.6,"Audi"
"8369"," A4",2017,17995,"Manual",25562,"Diesel",145,70.6,2,"Audi"
"8370"," A6",2015,15800,"Automatic",47694,"Diesel",30,64.2,2,"Audi"
"8371"," A6",2017,20000,"Automatic",40930,"Diesel",145,58.9,2,"Audi"
"8372"," A6",2016,16295,"Manual",56904,"Diesel",30,61.4,2,"Audi"
"8373"," A4",2017,22199,"Automatic",13063,"Petrol",145,52.3,2,"Audi"
"8374"," A5",2015,13650,"Manual",37314,"Diesel",145,55.4,2,"Audi"
"8375"," Q3",2017,18000,"Automatic",18153,"Petrol",145,47.9,1.4,"Audi"
"8376"," A4",2016,13476,"Automatic",48764,"Diesel",0,72.4,2,"Audi"
"8377"," Q3",2016,18625,"Automatic",36483,"Diesel",160,50.4,2,"Audi"
"8378"," A3",2015,15995,"Automatic",28457,"Diesel",125,57.6,2,"Audi"
"8379"," Q3",2016,17250,"Automatic",42624,"Diesel",145,51.4,2,"Audi"
"8380"," A1",2017,9999,"Manual",29155,"Diesel",0,76.3,1.6,"Audi"
"8381"," A5",2013,10000,"Manual",37362,"Diesel",125,57.6,2,"Audi"
"8382"," Q2",2017,16595,"Manual",25777,"Petrol",125,52.3,1.4,"Audi"
"8383"," A1",2017,14761,"Manual",21054,"Petrol",30,58.9,1.4,"Audi"
"8384"," A1",2017,11949,"Manual",10909,"Petrol",0,67.3,1,"Audi"
"8385"," A1",2013,10328,"Automatic",49898,"Petrol",125,53.3,1.4,"Audi"
"8386"," A1",2015,9999,"Manual",37759,"Diesel",0,80.7,1.6,"Audi"
"8387"," A1",2014,13499,"Manual",55433,"Petrol",200,40.4,2,"Audi"
"8388"," A7",2018,38880,"Automatic",19132,"Petrol",150,39.8,3,"Audi"
"8389"," A1",2015,11960,"Manual",25026,"Petrol",30,58.9,1.4,"Audi"
"8390"," TT",2015,15699,"Manual",20517,"Diesel",20,67.3,2,"Audi"
"8391"," A5",2017,20499,"Manual",10987,"Diesel",145,68.9,2,"Audi"
"8392"," A1",2016,12760,"Manual",28369,"Petrol",30,55.4,1.4,"Audi"
"8393"," A4",2015,20999,"Automatic",24204,"Petrol",260,35.8,3,"Audi"
"8394"," Q3",2014,14599,"Manual",33679,"Diesel",160,50.4,2,"Audi"
"8395"," A4",2016,15299,"Manual",19752,"Diesel",20,70.6,2,"Audi"
"8396"," A3",2015,10451,"Manual",31983,"Diesel",20,70.6,1.6,"Audi"
"8397"," Q5",2014,13525,"Manual",63000,"Petrol",235,37.7,2,"Audi"
"8398"," A3",2016,20499,"Automatic",27809,"Petrol",200,40.9,2,"Audi"
"8399"," Q3",2016,14406,"Manual",58689,"Diesel",30,60.1,2,"Audi"
"8400"," A3",2016,14551,"Automatic",46636,"Diesel",125,61.4,2,"Audi"
"8401"," A1",2016,13500,"Manual",39937,"Petrol",30,55.4,1.4,"Audi"
"8402"," A6",2018,26850,"Automatic",17703,"Diesel",150,50.4,2,"Audi"
"8403"," Q7",2019,41880,"Automatic",2805,"Diesel",150,33.2,3,"Audi"
"8404"," A3",2019,19930,"Automatic",17102,"Petrol",150,42.2,1.5,"Audi"
"8405"," A1",2019,21430,"Automatic",4569,"Petrol",150,40.9,2,"Audi"
"8406"," A3",2019,20880,"Manual",5262,"Diesel",150,52.3,1.6,"Audi"
"8407"," Q2",2019,19650,"Manual",5148,"Diesel",150,49.6,1.6,"Audi"
"8408"," A3",2014,11499,"Manual",31036,"Diesel",20,67.3,2,"Audi"
"8409"," A3",2015,17299,"Automatic",13357,"Petrol",160,43.5,1.8,"Audi"
"8410"," A3",2016,9999,"Manual",33534,"Diesel",0,83.1,1.6,"Audi"
"8411"," A3",2016,14890,"Manual",20681,"Petrol",30,58.9,1.4,"Audi"
"8412"," A4",2017,17499,"Automatic",58097,"Diesel",145,62.8,2,"Audi"
"8413"," A3",2015,14536,"Automatic",42195,"Petrol",30,54.3,1.4,"Audi"
"8414"," A4",2016,12999,"Manual",62266,"Diesel",20,70.6,2,"Audi"
"8415"," A3",2013,7299,"Manual",59447,"Diesel",0,74.3,1.6,"Audi"
"8416"," A4",2014,11644,"Manual",53785,"Diesel",30,62.8,2,"Audi"
"8417"," A1",2015,11655,"Automatic",39207,"Diesel",0,76.3,1.6,"Audi"
"8418"," A7",2015,18780,"Automatic",55457,"Diesel",165,52.3,3,"Audi"
"8419"," Q7",2016,25930,"Automatic",53801,"Diesel",200,47.9,3,"Audi"
"8420"," A5",2017,23830,"Automatic",24193,"Diesel",150,62.8,2,"Audi"
"8421"," Q8",2019,82930,"Automatic",9641,"Diesel",150,30.7,4,"Audi"
"8422"," A3",2018,18350,"Manual",13953,"Petrol",150,54.3,1.5,"Audi"
"8423"," Q7",2019,43930,"Automatic",12998,"Diesel",150,32.8,3,"Audi"
"8424"," A5",2019,26480,"Automatic",10936,"Diesel",150,48.7,2,"Audi"
"8425"," A4",2019,25480,"Automatic",5126,"Diesel",150,49.6,2,"Audi"
"8426"," A4",2015,14548,"Automatic",33333,"Diesel",145,53.3,2,"Audi"
"8427"," A3",2016,11762,"Manual",34979,"Petrol",30,56.5,1.2,"Audi"
"8428"," Q5",2014,16999,"Automatic",39358,"Diesel",200,47.1,2,"Audi"
"8429"," A1",2016,10799,"Manual",21700,"Petrol",0,67.3,1,"Audi"
"8430"," A3",2019,21880,"Automatic",16520,"Petrol",150,41.5,1.5,"Audi"
"8431"," Q5",2016,18999,"Automatic",65401,"Diesel",200,47.1,2,"Audi"
"8432"," A8",2013,16999,"Automatic",43052,"Diesel",235,44.1,3,"Audi"
"8433"," Q3",2016,16999,"Manual",51708,"Diesel",160,49.6,2,"Audi"
"8434"," A1",2016,11673,"Manual",36942,"Petrol",30,55.4,1.4,"Audi"
"8435"," A3",2012,9999,"Automatic",84332,"Petrol",125,50.4,1.8,"Audi"
"8436"," A4",2012,8147,"Manual",84535,"Diesel",30,61.4,2,"Audi"
"8437"," Q7",2019,43930,"Automatic",12687,"Diesel",150,32.8,3,"Audi"
"8438"," A5",2017,26430,"Automatic",26785,"Petrol",240,38.2,3,"Audi"
"8439"," Q5",2019,32900,"Automatic",11636,"Diesel",150,38.2,2,"Audi"
"8440"," Q3",2016,16995,"Manual",25200,"Diesel",150,55.4,2,"Audi"
"8441"," A1",2016,11999,"Manual",15683,"Petrol",0,67.3,1,"Audi"
"8442"," A3",2016,13495,"Manual",72643,"Diesel",20,65.7,2,"Audi"
"8443"," A1",2013,9791,"Manual",17956,"Petrol",125,52.3,1.4,"Audi"
"8444"," A4",2019,25350,"Automatic",8501,"Diesel",150,49.6,2,"Audi"
"8445"," A4",2019,25450,"Automatic",8619,"Diesel",150,44.8,2,"Audi"
"8446"," A4",2019,25280,"Automatic",3510,"Diesel",150,49.6,2,"Audi"
"8447"," Q5",2019,33480,"Automatic",11999,"Diesel",150,38.2,2,"Audi"
"8448"," Q2",2019,22600,"Manual",4521,"Diesel",145,46.3,1.6,"Audi"
"8449"," A3",2015,11799,"Manual",58680,"Diesel",20,68.9,1.6,"Audi"
"8450"," Q5",2015,18499,"Manual",26153,"Diesel",200,47.9,2,"Audi"
"8451"," A3",2013,8799,"Manual",55856,"Diesel",0,74.3,1.6,"Audi"
"8452"," A3",2016,13499,"Automatic",35930,"Diesel",30,64.2,2,"Audi"
"8453"," A3",2017,12799,"Manual",27385,"Diesel",0,74.3,1.6,"Audi"
"8454"," A3",2016,11513,"Manual",82785,"Diesel",20,67.3,2,"Audi"
"8455"," A1",2019,20930,"Automatic",5756,"Petrol",150,47.1,1,"Audi"
"8456"," A3",2019,20480,"Automatic",14476,"Petrol",150,42.2,1.5,"Audi"
"8457"," A3",2019,22930,"Automatic",9583,"Petrol",150,41.5,1.5,"Audi"
"8458"," Q5",2019,33880,"Automatic",9377,"Diesel",150,38.2,2,"Audi"
"8459"," A3",2019,21880,"Automatic",14362,"Petrol",145,41.5,1.5,"Audi"
"8460"," Q5",2019,33930,"Automatic",9999,"Diesel",145,38.2,2,"Audi"
"8461"," A8",2017,34930,"Automatic",3793,"Diesel",145,50.4,3,"Audi"
"8462"," A1",2019,21780,"Automatic",3294,"Petrol",145,40.9,2,"Audi"
"8463"," A7",2019,29930,"Automatic",13450,"Diesel",140,52.3,3,"Audi"
"8464"," A3",2020,24880,"Automatic",2749,"Petrol",145,44.1,1.5,"Audi"
"8465"," Q2",2018,20680,"Automatic",14882,"Petrol",145,52.3,1.4,"Audi"
"8466"," A4",2017,19430,"Automatic",23548,"Diesel",145,65.7,2,"Audi"
"8467"," A8",2017,33330,"Automatic",4510,"Diesel",145,50.4,3,"Audi"
"8468"," Q3",2020,29930,"Automatic",4563,"Diesel",145,48.7,2,"Audi"
"8469"," Q5",2016,24430,"Automatic",64685,"Diesel",240,42.8,3,"Audi"
"8470"," A1",2019,21380,"Automatic",7523,"Petrol",150,44.1,1.5,"Audi"
"8471"," A6",2016,23400,"Automatic",37998,"Diesel",160,50.4,3,"Audi"
"8472"," A3",2019,21930,"Automatic",16581,"Petrol",150,42.2,1.5,"Audi"
"8473"," A5",2020,29930,"Automatic",4521,"Petrol",145,39.2,2,"Audi"
"8474"," Q3",2020,28900,"Automatic",3854,"Diesel",145,48.7,2,"Audi"
"8475"," A5",2020,28900,"Manual",3452,"Petrol",145,39.8,2,"Audi"
"8476"," A3",2016,11795,"Manual",76860,"Diesel",20,67.3,2,"Audi"
"8477"," Q3",2016,12000,"Manual",92930,"Diesel",125,56.5,2,"Audi"
"8478"," A4",2014,10000,"Manual",80120,"Diesel",30,62.8,2,"Audi"
"8479"," Q3",2015,17850,"Automatic",25988,"Diesel",160,50.4,2,"Audi"
"8480"," A5",2020,32880,"Automatic",4521,"Petrol",145,39.2,2,"Audi"
"8481"," Q2",2017,18930,"Automatic",14257,"Petrol",145,54.3,1.4,"Audi"
"8482"," Q5",2020,36930,"Automatic",5412,"Diesel",145,38.2,2,"Audi"
"8483"," A3",2020,24480,"Automatic",2415,"Petrol",145,40.9,2,"Audi"
"8484"," A4",2020,26880,"Automatic",4521,"Diesel",145,50.4,2,"Audi"
"8485"," A6",2015,19780,"Automatic",49373,"Diesel",125,61.4,2,"Audi"
"8486"," A4",2020,26430,"Automatic",4526,"Petrol",145,42.8,2,"Audi"
"8487"," Q2",2019,20880,"Manual",2000,"Diesel",145,49.6,1.6,"Audi"
"8488"," Q3",2016,12795,"Automatic",82970,"Diesel",145,53.3,2,"Audi"
"8489"," A6",2014,11000,"Automatic",106420,"Diesel",30,64.2,2,"Audi"
"8490"," Q3",2015,12500,"Manual",99590,"Diesel",160,49.6,2,"Audi"
"8491"," A6",2015,10795,"Automatic",120500,"Diesel",30,64.2,2,"Audi"
"8492"," A3",2016,7500,"Manual",103040,"Diesel",20,68.9,2,"Audi"
"8493"," A6",2014,13199,"Manual",39562,"Diesel",30,62.8,2,"Audi"
"8494"," Q5",2019,52600,"Automatic",9244,"Diesel",145,32.5,3,"Audi"
"8495"," Q3",2019,23880,"Automatic",8968,"Diesel",145,48.7,2,"Audi"
"8496"," A4",2019,43930,"Automatic",2541,"Diesel",145,39.2,3,"Audi"
"8497"," A3",2017,17780,"Manual",24833,"Petrol",145,55.4,1.5,"Audi"
"8498"," A4",2019,26700,"Automatic",4599,"Petrol",145,38.7,2,"Audi"
"8499"," A7",2019,46480,"Automatic",6785,"Diesel",145,35.8,3,"Audi"
"8500"," Q3",2019,24300,"Automatic",3500,"Diesel",145,48.7,2,"Audi"
"8501"," Q2",2019,20430,"Manual",3841,"Diesel",145,49.6,1.6,"Audi"
"8502"," A8",2020,49800,"Automatic",3452,"Diesel",145,39.2,3,"Audi"
"8503"," A4",2020,27900,"Manual",4521,"Petrol",145,39.2,2,"Audi"
"8504"," A4",2020,31680,"Automatic",6524,"Petrol",145,38.2,2,"Audi"
"8505"," Q3",2016,21200,"Automatic",10931,"Petrol",200,40.4,2,"Audi"
"8506"," Q2",2020,26880,"Manual",3524,"Petrol",145,43.5,1.5,"Audi"
"8507"," A3",2015,10467,"Manual",41402,"Diesel",20,68.9,2,"Audi"
"8508"," A1",2015,9499,"Manual",46526,"Petrol",0,67.3,1,"Audi"
"8509"," A4",2016,11295,"Automatic",119880,"Diesel",30,64.2,2,"Audi"
"8510"," A6",2015,14000,"Automatic",114520,"Diesel",30,64.2,2,"Audi"
"8511"," Q5",2020,43950,"Automatic",7791,"Diesel",145,34.5,3,"Audi"
"8512"," A5",2019,33950,"Automatic",1870,"Petrol",145,37.7,2,"Audi"
"8513"," Q7",2019,45850,"Automatic",8910,"Diesel",145,32.8,3,"Audi"
"8514"," Q7",2018,60750,"Automatic",26885,"Diesel",150,37.2,4,"Audi"
"8515"," A4",2019,28950,"Automatic",6888,"Petrol",150,38.7,2,"Audi"
"8516"," A5",2019,23950,"Automatic",790,"Petrol",145,39.8,2,"Audi"
"8517"," Q3",2019,27950,"Manual",121,"Diesel",145,42.8,2,"Audi"
"8518"," Q2",2018,17250,"Manual",18887,"Petrol",145,52.3,1.4,"Audi"
"8519"," A4",2017,19950,"Automatic",36775,"Diesel",145,61.4,2,"Audi"
"8520"," Q3",2017,18950,"Automatic",56885,"Diesel",145,51.4,2,"Audi"
"8521"," A4",2019,24650,"Manual",3750,"Petrol",145,38.2,2,"Audi"
"8522"," A4",2020,47950,"Automatic",3558,"Diesel",145,39.2,3,"Audi"
"8523"," A4",2020,36950,"Automatic",3200,"Diesel",145,45.6,2,"Audi"
"8524"," TT",2018,29350,"Automatic",15981,"Petrol",150,40.9,2,"Audi"
"8525"," A1",2017,14450,"Manual",47108,"Petrol",150,56.5,1.4,"Audi"
"8526"," Q3",2019,26350,"Automatic",8140,"Diesel",145,47.1,2,"Audi"
"8527"," RS5",2019,49750,"Automatic",16,"Petrol",145,30.1,2.9,"Audi"
"8528"," Q5",2019,33650,"Automatic",6124,"Diesel",145,38.2,2,"Audi"
"8529"," A4",2019,23950,"Manual",1190,"Petrol",145,39.2,2,"Audi"
"8530"," Q3",2019,34950,"Automatic",3225,"Petrol",145,30.7,2,"Audi"
"8531"," Q2",2017,16750,"Manual",34440,"Petrol",125,52.3,1.4,"Audi"
"8532"," A6",2018,21950,"Automatic",26265,"Diesel",150,61.4,2,"Audi"
"8533"," A4",2019,26450,"Manual",125,"Petrol",145,39.2,2,"Audi"
"8534"," A5",2019,28950,"Automatic",5800,"Diesel",145,50.4,2,"Audi"
"8535"," Q7",2019,46950,"Automatic",121,"Diesel",145,33.2,3,"Audi"
"8536"," A1",2016,8500,"Manual",75869,"Diesel",0,80.7,1.6,"Audi"
